session_id,target
1,8.164818854018238e-08
2,1.0968871849118311e-09
3,3.210641430720916e-06
4,4.2868978199610985e-09
5,5.6494242660303396e-05
6,2.7032927837753173e-08
7,4.269760513403383e-06
8,0.004749897032026359
9,2.3553261567464138e-08
10,3.97234184230985e-07
11,0.0009096593765207342
12,7.72617764252362e-09
13,1.8852302316570914e-08
14,1.3416848668962335e-05
15,0.00024669286394009483
16,6.377353376365714e-08
17,0.0022991260364588254
18,1.0710915094154773e-08
19,0.003676397510047469
20,2.34797298679517e-09
21,0.05322456377891423
22,2.5719049108902034e-09
23,6.494656822954496e-06
24,1.206589826132361e-06
25,0.00023300625124632744
26,4.794307254205575e-05
27,3.40197168666527e-08
28,1.3843071426825765e-09
29,0.0012008127690011413
30,0.0013237517978275763
31,0.004927177636060118
32,0.06027592285103307
33,5.353770234742881e-08
34,2.5535332250232594e-05
35,9.872757446964017e-05
36,2.3013232437614437e-06
37,1.01892371669602e-09
38,1.5743580511710836e-09
39,0.0012714608556634013
40,8.408546516540782e-09
41,0.005591695337085487
42,3.121073377309716e-07
43,0.0014026190386894509
44,1.942421251131242e-06
45,0.16236632365087825
46,0.000662998771856456
47,5.4513441177034735e-08
48,1.1861467714296259e-07
49,0.0011772240344507935
50,9.373218113207086e-09
51,2.1178175763594706e-09
52,0.0008232144896596483
53,0.058892260713075864
54,7.6009572177063915e-06
55,0.0007253015566033819
56,1.2808841713977707e-07
57,2.3111451394435913e-09
58,1.5736735051043802e-08
59,3.85016751684085e-09
60,3.076403261299847e-10
61,6.071528436678921e-09
62,2.984770105503133e-07
63,5.933216967791557e-10
64,0.0012159941902928051
65,3.8969619737549666e-09
66,3.4328466768840283e-09
67,4.3512745406311934e-07
68,0.001789735159197724
69,0.0004053488486986886
70,3.761925523795075e-08
71,0.0010761321699978433
72,5.95666695231567e-05
73,2.836157877980934e-06
74,1.6146884257552398e-05
75,5.09257523745341e-06
76,8.042060418790224e-06
77,0.0003832838904733274
78,0.00022318193719917808
79,9.79081690436474e-06
80,2.4219702565131657e-09
81,3.494065190967706e-08
82,1.7239366141275952e-07
83,1.4408652737724408e-09
84,0.8819889061728524
85,0.0010746141656488503
86,2.5869182825813534e-09
87,0.0013719134935869799
88,3.721572278212745e-05
89,1.7545110610133234e-05
90,0.06956534513541297
91,2.014039185692644e-08
92,1.744141292214287e-09
93,0.052279295089279795
94,6.970653716109896e-08
95,9.23262523476199e-07
96,1.7065771614314953e-09
97,0.0022246681645900403
98,7.190526163694408e-09
99,1.9861450381797278e-08
100,0.002228071788944137
101,4.700110170215365e-09
102,7.892377462829342e-07
103,1.3974543705566355e-07
104,1.292116800448865e-07
105,6.191059010981629e-06
106,3.136726902944868e-08
107,4.2928745083862336e-07
108,0.0008021563491322663
109,2.1912874274580843e-08
110,6.860019366520271e-09
111,0.0033548102575623145
112,1.3889229002042535e-09
113,2.0769130330731291e-07
114,3.266385911207073e-09
115,4.5138681922392475e-08
116,8.510511250128984e-10
117,1.790450058765884e-07
118,3.050054012026698e-05
119,2.0312090079887434e-09
120,0.000154765458373968
121,1.2183497995895044e-08
122,5.826842948585633e-09
123,8.900350230923165e-08
124,0.0006536866021253875
125,0.021860553029155298
126,1.5593086097978797e-09
127,6.630964305388482e-07
128,3.4740140076285095e-08
129,8.151906811264944e-06
130,0.0007282377099868327
131,1.5242858309200262e-07
132,0.000764223784488687
133,0.003756479721084925
134,0.002273533859922575
135,7.596769266387679e-09
136,8.622240384191862e-05
137,4.5813185482358844e-08
138,0.0007783235459998689
139,4.615710690134032e-09
140,3.7394887852618447e-08
141,6.662037656807573e-10
142,2.7200068790362278e-08
143,3.623621891279546e-08
144,0.000979200723511878
145,8.552302692006141e-10
146,2.288871804722178e-07
147,4.9831992592642e-08
148,0.006296697269926968
149,4.4702593884035455e-05
150,0.053029157298492884
151,5.642008603041956e-09
152,0.03423988334373718
153,3.666991273356063e-08
154,1.8774343985813995e-08
155,0.0029530187646025054
156,5.647624712584939e-09
157,1.1861280932648607e-08
158,0.0011174790712523584
159,3.256223831550249e-06
160,6.550276088283348e-09
161,0.009673489517573065
162,0.0005888258869370615
163,0.00024464450993603
164,9.764662698137851e-05
165,1.2044435420370637e-07
166,8.993629748460916e-09
167,0.05170754404497736
168,4.610722132435177e-05
169,3.780166043126019e-05
170,0.00011734421616682258
171,4.9124328571386235e-06
172,0.0008369403175059398
173,0.0011929867237271208
174,1.2139641633787741e-05
175,0.6508881720957376
176,0.007459132094231998
177,0.0055000727147141186
178,0.00012319393095256917
179,1.0390633046053705e-05
180,3.0127229090681427e-05
181,1.9703990052151623e-07
182,1.2895257470462148e-08
183,1.9119592207449067e-08
184,2.2803761123059724e-06
185,1.5962414071638866e-07
186,0.0011022639941271975
187,2.5238246357209077e-10
188,1.3896877639804354e-09
189,5.335571557885336e-05
190,0.00209165131681072
191,3.791562315779344e-08
192,3.2975085942308695e-08
193,0.007799914676817652
194,1.7346668157438237e-07
195,4.9513164083381686e-08
196,1.1470387959709497e-05
197,0.005499829021046755
198,0.008058263629033354
199,3.8866230118389266e-05
200,8.244548600096374e-09
201,4.386461529419572e-05
202,0.00029752549202521965
203,2.2069876482449698e-09
204,4.3057253280168844e-08
205,0.004584301159752624
206,5.889894463800249e-11
207,0.0003484480227910336
208,9.58536261501491e-08
209,9.200627245504597e-11
210,0.006867660054936938
211,0.0013541095232560358
212,0.0013223667294672396
213,1.140339704541388e-08
214,0.005348392281587677
215,7.545629181349175e-07
216,0.0009802259892289457
217,0.03588835622680974
218,0.007670334245234075
219,1.2671365066259666e-07
220,0.0006620935193441666
221,3.6249868249967486e-05
222,2.4381601911533535e-08
223,0.03288882885317986
224,0.007670334245234075
225,0.009682332565709714
226,0.011195195689441837
227,0.013328192965911975
228,1.0342615528904892e-07
229,2.617138131710876e-08
230,0.006660233104699513
231,7.744785980401164e-07
232,1.0649056382048768e-09
233,1.505308804202087e-08
234,0.026792346170957947
235,6.383577334637933e-05
236,9.585348350707284e-08
237,0.00010480401129763706
238,4.241138719841112e-06
239,0.001345264651565379
240,2.0945875618170554e-05
241,0.0004768293009223572
242,1.1722642360602977e-10
243,1.2880613962286384e-09
244,1.364399383052624e-09
245,6.444880361886724e-05
246,3.4753741224591733e-06
247,0.031238161834052345
248,0.004549804482356381
249,2.6864132765611916e-06
250,0.00014827080225737085
251,0.1919172261191842
252,1.5850267230535646e-08
253,3.309385268200636e-08
254,4.6591805208843304e-08
255,1.3718309487257799e-05
256,4.296103044020072e-08
257,4.254134374143855e-08
258,0.0012773713442711585
259,0.0006375781459111458
260,1.6942313554217762e-07
261,1.048246879900226e-05
262,8.177956207221306e-08
263,2.8259927493038936e-05
264,0.00741513848651589
265,4.189619284295864e-08
266,6.5866369837496545e-09
267,4.219162588006651e-06
268,0.0006590945688887112
269,0.00020829453980913607
270,9.153906397202087e-05
271,1.1781189738699884e-08
272,3.756730143786277e-08
273,1.5408661326954348e-09
274,0.009165838454221815
275,0.009338422499631184
276,9.675821166270655e-06
277,3.610476674160777e-05
278,0.0037781385711163386
279,7.251342040945551e-09
280,0.0008205745980674113
281,3.84753798383089e-05
282,4.39462457820373e-07
283,0.010094543517471853
284,2.1372896416732884e-05
285,1.9349314400062347e-08
286,1.7121823291475617e-06
287,0.0007534471024882809
288,8.036469725859337e-11
289,0.004511135541794346
290,3.9817458145675064e-09
291,2.1669564491932646e-08
292,3.94736074700958e-05
293,8.923454091124192e-05
294,4.377090455467162e-06
295,1.910127879652873e-08
296,8.32771667273756e-09
297,5.143424927210141e-09
298,2.456912661698591e-05
299,6.008472067401394e-10
300,2.5292535003904846e-08
301,3.917987165982787e-09
302,0.00010534377985164769
303,2.6633381935957793e-05
304,0.004727862899966058
305,0.010908392876904715
306,5.363407625161755e-10
307,0.013899009713205936
308,5.287510178834097e-08
309,0.011684312206636672
310,8.823102136161943e-09
311,0.000721741297182977
312,0.0028666876796994323
313,1.6560313128679088e-07
314,1.0289596873865113e-08
315,0.004664433275419899
316,1.3070616015358134e-06
317,7.162530298865506e-05
318,1.4064165783617817e-09
319,6.024377174453813e-08
320,0.001803632881661513
321,0.009215972153111141
322,1.3509553862183638e-08
323,1.943032971046928e-08
324,0.00022325924293469917
325,0.012857583752107231
326,0.006187245056675508
327,6.222925179213954e-05
328,0.0010040688956002514
329,6.042365468668605e-09
330,2.932839156613309e-09
331,0.0041305760471264785
332,2.214370897006992e-08
333,0.7646159245035706
334,1.1365549635604295e-08
335,3.7086127676881415e-08
336,6.238674299899475e-08
337,0.011556843551117734
338,0.0012822856247971834
339,4.831560163120587e-09
340,0.002142217650647484
341,3.707615358275345e-09
342,4.4750842553456817e-05
343,0.0009012941684971838
344,0.00013894108881107382
345,0.0060468417737106015
346,4.598455406826986e-09
347,0.8091270393456506
348,3.0238526837983336e-09
349,9.623319047148033e-09
350,0.06621853312886818
351,1.3093565870727151e-05
352,2.550896728024889e-07
353,0.02398760929846542
354,0.0060198654173798955
355,0.014493123301016956
356,1.8777014312182463e-07
357,9.518176680257477e-06
358,9.893324132590535e-07
359,8.251352991199592e-07
360,7.815173091142523e-05
361,8.659383826865425e-07
362,9.791281327269528e-09
363,1.2289114372741196e-07
364,2.6380731180032555e-08
365,1.764213908737506e-10
366,1.299527712690421e-10
367,3.22359426342736e-09
368,2.475022421893307e-05
369,8.267326733468714e-05
370,6.974502917686163e-09
371,4.704697404990812e-05
372,3.4799076074968116e-10
373,2.5703249171036414e-09
374,5.129893326702375e-06
375,4.27137278360039e-08
376,2.6581697175788083e-05
377,0.010375297247387607
378,0.00021021412127423294
379,2.5905514932881634e-09
380,3.705598703176179e-08
381,3.5250160681393446e-05
382,0.006602402943522531
383,0.00013668985509351412
384,4.603011921452321e-08
385,0.011052203434395513
386,5.661984560423109e-06
387,0.006629947281471548
388,3.514712930491109e-05
389,1.736640580904426e-08
390,1.4238337233560457e-09
391,0.0010480172890667942
392,0.0003488051870032228
393,4.792544525583866e-08
394,3.839622297958502e-09
395,2.5222638181075918e-08
396,0.00018201866206422668
397,8.028783455043695e-07
398,0.00460637985819821
399,5.930411725844097e-11
400,4.910505180713573e-07
401,1.6250416266863148e-05
402,0.0033943619434288015
403,0.0009393323635597401
404,0.3264290439599782
405,0.00476057181954246
406,0.00011597605783197317
407,3.891959151038744e-08
408,4.035564424521425e-09
409,0.0009126603078290371
410,1.5178511778591725e-05
411,5.792996302758021e-09
412,1.4075010154485431e-08
413,3.209467262302316e-05
414,1.3625738542558661e-06
415,5.445841159863789e-06
416,3.787913568544685e-08
417,0.0014492108065471626
418,2.418033676333766e-09
419,2.7984638995810565e-06
420,0.006556453911239351
421,0.010497374478970166
422,4.717371309133066e-05
423,1.43524842015582e-06
424,5.9210167217795685e-08
425,4.3102513265127757e-10
426,0.338687072781598
427,0.0001775399553836324
428,6.100615529229698e-11
429,9.580185744170735e-08
430,6.765200180654603e-09
431,2.363830077923574e-09
432,0.022832723236013746
433,3.166938833622766e-05
434,0.007579002404853969
435,2.3357481299457444e-08
436,1.1767437138917459e-06
437,6.061452976951612e-08
438,9.347588334074264e-08
439,5.184123287353337e-08
440,1.4151996111710532e-05
441,2.715052180261485e-08
442,1.7023111604391084e-08
443,4.189558425342896e-10
444,2.655817507917861e-08
445,9.44552874420984e-08
446,0.01244635253867101
447,5.045441183419019e-05
448,0.0023412408893014915
449,2.356590202794538e-08
450,0.00019436249486866575
451,0.0034465231541893973
452,1.3760461722534126e-06
453,0.005861588761470629
454,7.044460231773421e-05
455,2.747948955085639e-08
456,3.666438131348037e-05
457,9.724195722750502e-09
458,0.0001506934521215645
459,1.0728111640459624e-07
460,0.0005847679661357027
461,3.549596023389687e-08
462,6.252046782762839e-10
463,1.4636293341429374e-09
464,8.913453512760426e-08
465,5.9374347823495244e-05
466,0.0005469801639249971
467,0.0021545051841003475
468,0.0006956804026459734
469,8.02470821877817e-09
470,1.589512339422224e-07
471,0.003938536681766141
472,1.705720032987366e-09
473,0.0007076094253129036
474,2.8891076334843703e-09
475,0.011173022596832932
476,6.6936668246513504e-06
477,4.591737814461032e-08
478,0.004822868574582291
479,0.23237537291157054
480,0.0008204848653052122
481,0.02529411466828826
482,5.417023115798493e-09
483,3.792798748765127e-05
484,0.010986210639340235
485,1.121856636069712e-06
486,3.7849094030092967e-05
487,8.805161027313529e-08
488,4.4172627970083076e-08
489,0.008086304510850385
490,3.843133565443574e-08
491,0.0012643713710866304
492,0.004646791476202775
493,0.007156296348359701
494,6.622234586621367e-05
495,0.0001959610762848757
496,0.021395273185836554
497,1.3798135356149218e-05
498,0.0043539392101546205
499,1.7119390599022085e-06
500,0.01325844665345349
501,1.7830525483514233e-07
502,0.08332826455696488
503,0.0032859484762602937
504,0.0002478715186641118
505,0.003001970688508635
506,3.5138946244044324e-09
507,0.0006912767255222351
508,1.4606524124683938e-05
509,8.654657827918715e-10
510,4.384392130238483e-08
511,1.5486711525882776e-05
512,9.173632981549881e-05
513,2.325035650366073e-06
514,0.00023749626250239416
515,1.3180752076911906e-07
516,7.696995167407536e-05
517,5.3301016808079597e-08
518,6.612619682728045e-10
519,2.400356602977164e-07
520,2.5541872768296077e-08
521,0.029925031853192938
522,0.10679574104584244
523,2.529301942294257e-09
524,4.876509243798515e-05
525,2.9459739002201943e-07
526,3.231644678477385e-08
527,6.795561983697283e-05
528,0.002945473862843529
529,3.4799732445575e-08
530,5.584140472437329e-10
531,3.843457770967578e-08
532,4.589533048646353e-07
533,9.601191816938312e-10
534,0.013291476258923133
535,5.481239326572544e-10
536,4.150759158993162e-06
537,2.4173659980992363e-05
538,0.0001827377658524047
539,5.233642466721892e-05
540,4.863712815768753e-09
541,4.646525421801677e-05
542,1.6822562507315257e-08
543,0.0006614143116918071
544,0.0025115345343611566
545,0.002114008437782091
546,6.710404494283393e-08
547,0.00952479154339685
548,3.416466107023212e-09
549,0.0015288497318715496
550,0.0043732072194968075
551,0.00017973238838963184
552,4.356036648300135e-09
553,1.247122228764224e-07
554,3.94030198211428e-06
555,1.8459916298634737e-05
556,0.007607583231258356
557,6.90681211261688e-07
558,0.008349573716523655
559,0.0015965774703205254
560,1.2451432191866403e-08
561,0.0010457044072781489
562,0.010187005949754493
563,1.4217181898377158e-07
564,0.00040114225335312456
565,0.0056350908336190945
566,0.0016660913380683693
567,1.9266887893383464e-08
568,8.150960648312593e-08
569,3.4388735082703986e-05
570,3.6921418976442414e-08
571,4.361441823046251e-09
572,0.21534402497401298
573,2.1159815506122713e-09
574,3.7989277661213854e-10
575,1.0895343107669025e-09
576,0.0010682573260510416
577,5.846550576494937e-08
578,2.9073003397219097e-09
579,0.0006396793026772654
580,1.734761659054817e-06
581,0.0262806269066683
582,0.0008127618256456061
583,3.840468056632608e-08
584,0.18451935860296362
585,0.0005374374554287936
586,1.2017411867213747e-08
587,0.00021498500642371725
588,3.49866184176049e-07
589,4.882515444424317e-06
590,2.287488369473103e-09
591,1.970365540559874e-05
592,9.271194226518518e-10
593,1.0454425582176424e-09
594,1.8897140438800163e-10
595,0.00022539814753039377
596,0.0012449222779801828
597,0.004445294291790938
598,0.00017994391489934577
599,0.005171481503226616
600,0.011822170152156902
601,0.014738783531973162
602,0.08175052294324445
603,2.9455685684974046e-06
604,4.81085738577213e-05
605,0.00031890839498123063
606,0.0005735893902386729
607,0.014125553374916068
608,0.0003363548497245107
609,0.0002052337662951783
610,8.426271327726898e-10
611,5.99074005399475e-08
612,0.0003671823883582095
613,1.6265120316566349e-09
614,2.3384184753059686e-08
615,0.0028603296024717717
616,0.0014510958581619004
617,0.00020436505507844953
618,8.568386723719148e-09
619,4.134211964142385e-08
620,0.0001260727999594337
621,4.182071159864503e-08
622,0.17415343945168443
623,0.006926435986372517
624,1.0356317751185393e-06
625,0.1331235413024403
626,0.008899438371939988
627,3.4059566829286116e-09
628,2.3931758815231377e-11
629,0.0009234039750852213
630,1.596167032179685e-09
631,0.00012451483661562212
632,0.010668567199693755
633,0.03751499183024476
634,0.0004029005062172978
635,2.5355159865785503e-09
636,4.9364959113972885e-08
637,4.5759946251208385e-10
638,5.629191282966661e-05
639,3.1079221382217786e-05
640,0.0002786945473651668
641,2.9884852500893578e-05
642,5.440076192029842e-08
643,0.009738489692473519
644,8.494690009444123e-09
645,0.01308248705289141
646,1.242892979195976e-05
647,2.2546036092949015e-08
648,7.279631096555644e-06
649,0.005793941330569092
650,1.167316491915648e-08
651,4.200480611399141e-05
652,0.0026185038873321716
653,0.013622339143794349
654,5.296030726862994e-05
655,0.00019313600742974272
656,0.01015299171337254
657,0.00014896122216173058
658,8.168224770342115e-09
659,0.0004988247159556311
660,0.0017728924926998224
661,0.0005985851749919682
662,1.2468466110469922e-06
663,1.784631883814226e-08
664,0.00029865352372486725
665,3.6785404897255322e-06
666,3.77688452228869e-05
667,4.268808266288267e-06
668,0.05437860421578338
669,9.27956003698154e-09
670,4.022027272689473e-09
671,0.0021650136162960423
672,0.013587161164329007
673,0.015358191211555376
674,0.015990562241118438
675,0.01708697705191816
676,0.0001770400339039838
677,2.3720060636162934e-07
678,0.003525851339847214
679,2.4492346104810564e-05
680,0.013736172679010696
681,1.4096622587007008e-08
682,4.418816757130915e-09
683,5.0506858408437035e-08
684,0.0064474683005948845
685,6.765200180654603e-09
686,9.549937945204448e-08
687,0.0012278137895328954
688,0.0001588881399788931
689,0.0002604402114347834
690,4.553508283320279e-08
